Дата,Приход.1,Уход.1,Длительность общая,Длительность раб.дня без обеда,Вых/Будни,id
"2021-04-01 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:40:00,000","9,65","8,65",Будни,ОРГ1-02247
"2021-04-02 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 19:59:00,000","11,966666666666667","10,966666666666667",Будни,ОРГ1-01017
"2021-04-02 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:42:00,000","9,6833333333333336","8,6833333333333336",Будни,ОРГ1-01325
"2021-04-05 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 12:58:00,000","4,95","4,95",Будни,ОРГ1-02195
"2021-04-05 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:30:00,000","9,4833333333333325","8,4833333333333325",Будни,ОРГ1-02137
"2021-03-29 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 19:16:00,000","11,25","10,25",Будни,ОРГ1-02695
"2021-03-18 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:54:00,000","9,8833333333333329","8,8833333333333329",Будни,ОРГ1-02653
"2021-03-18 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:43:00,000","9,7","8,7",Будни,ОРГ1-00418
"2021-03-18 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:48:00,000","9,7833333333333332","8,7833333333333332",Будни,ОРГ1-00035
"2021-03-19 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 13:51:00,000","5,833333333333333","5,833333333333333",Будни,ОРГ1-00125
"2021-03-19 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 19:12:00,000","11,183333333333334","10,183333333333334",Будни,ОРГ1-00002
"2021-03-22 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 19:26:00,000","11,416666666666666","10,416666666666666",Будни,ОРГ1-00125
"2021-03-22 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 20:04:00,000","12,049999999999999","11,049999999999999",Будни,ОРГ1-05862
"2021-03-23 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 18:00:00,000","9,9833333333333325","8,9833333333333325",Будни,ОРГ1-05862
"2021-03-24 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 13:44:00,000","5,7166666666666668","5,7166666666666668",Будни,ОРГ1-00125
"2021-03-24 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 19:30:00,000","11,483333333333333","10,483333333333333",Будни,ОРГ1-00446
"2021-03-24 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 19:36:00,000","11,583333333333332","10,583333333333332",Будни,ОРГ1-05862
"2021-03-24 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 12:54:00,000","4,8833333333333329","4,8833333333333329",Будни,ОРГ1-00418
"2021-03-25 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 13:49:00,000","5,8","5,8",Будни,ОРГ1-01169
"2021-03-25 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 20:07:00,000","12,1","11,1",Будни,ОРГ1-02499
"2021-03-26 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:40:00,000","9,65","8,65",Будни,ОРГ1-00124
"2021-03-29 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 16:02:00,000","8,0166666666666657","7,0166666666666657",Будни,ОРГ1-01869
"2021-03-30 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 18:33:00,000","10,533333333333333","9,5333333333333332",Будни,ОРГ1-00568
"2021-03-30 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 13:41:00,000","5,6666666666666661","5,6666666666666661",Будни,ОРГ1-02838
"2021-03-31 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:40:00,000","9,65","8,65",Будни,ОРГ1-04466
"2021-03-31 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 19:06:00,000","11,083333333333332","10,083333333333332",Будни,ОРГ1-04214
"2021-04-01 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 13:22:00,000","5,35","5,35",Будни,ОРГ1-00454
"2021-04-01 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:44:00,000","9,7166666666666668","8,7166666666666668",Будни,ОРГ1-01629
"2021-04-02 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 18:42:00,000","10,683333333333334","9,6833333333333336",Будни,ОРГ1-06118
"2021-04-05 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 16:12:00,000","8,1833333333333336","7,1833333333333336",Будни,ОРГ1-00459
"2021-04-05 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:54:00,000","9,8833333333333329","8,8833333333333329",Будни,ОРГ1-02482
"2021-04-06 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 19:34:00,000","11,549999999999999","10,549999999999999",Будни,ОРГ1-00591
"2021-04-06 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:42:00,000","9,6833333333333336","8,6833333333333336",Будни,ОРГ1-00804
"2021-04-06 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 20:34:00,000","12,549999999999999","11,549999999999999",Будни,ОРГ1-00568
"2021-04-07 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 18:30:00,000","10,483333333333333","9,4833333333333325",Будни,ОРГ1-00784
"2021-04-07 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 14:27:00,000","6,4333333333333327","5,4333333333333327",Будни,ОРГ1-00008
"2021-04-07 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 18:03:00,000","10,033333333333333","9,0333333333333332",Будни,ОРГ1-01197
"2021-04-07 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:45:00,000","9,7333333333333325","8,7333333333333325",Будни,ОРГ1-04237
"2021-04-07 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 18:54:00,000","10,883333333333333","9,8833333333333329",Будни,ОРГ1-02719
"2021-04-08 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:46:00,000","9,75","8,75",Будни,ОРГ1-01125
"2021-04-08 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:49:00,000","9,7999999999999989","8,7999999999999989",Будни,ОРГ1-00564
"2021-04-08 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 16:46:00,000","8,75","7,75",Будни,ОРГ1-01787
"2021-04-08 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 18:00:00,000","9,9833333333333325","8,9833333333333325",Будни,ОРГ1-00672
"2021-04-08 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:49:00,000","9,7999999999999989","8,7999999999999989",Будни,ОРГ1-00340
"2021-04-09 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 13:50:00,000","5,8166666666666664","5,8166666666666664",Будни,ОРГ1-00454
"2021-04-09 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:30:00,000","9,4833333333333325","8,4833333333333325",Будни,ОРГ1-02695
"2021-04-12 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:40:00,000","9,65","8,65",Будни,ОРГ1-00679
"2021-04-12 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 19:09:00,000","11,133333333333333","10,133333333333333",Будни,ОРГ1-02166
"2021-04-12 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 19:30:00,000","11,483333333333333","10,483333333333333",Будни,ОРГ1-02711
"2021-04-12 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 18:04:00,000","10,049999999999999","9,0499999999999989",Будни,ОРГ1-00655
"2021-04-12 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 15:52:00,000","7,85","6,85",Будни,ОРГ1-00773
"2021-04-13 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 09:05:00,000","1,0666666666666667","1,0666666666666667",Будни,ОРГ1-00074
"2021-04-13 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:30:00,000","9,4833333333333325","8,4833333333333325",Будни,ОРГ1-00034
"2021-04-13 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 16:21:00,000","8,3333333333333321","7,3333333333333321",Будни,ОРГ1-02628
"2021-04-13 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 19:12:00,000","11,183333333333334","10,183333333333334",Будни,ОРГ1-04036
"2021-04-14 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 19:45:00,000","11,733333333333333","10,733333333333333",Будни,ОРГ1-01426
"2021-04-14 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:42:00,000","9,6833333333333336","8,6833333333333336",Будни,ОРГ1-04563
"2021-03-01 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:08:00,000","9,6166666666666671","8,6166666666666671",Будни,ОРГ1-00643
"2021-03-01 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 16:30:00,000","7,9833333333333334","6,9833333333333334",Будни,ОРГ1-02040
"2021-03-01 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 20:32:00,000","12,016666666666666","11,016666666666666",Будни,ОРГ1-02585
"2021-03-01 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:01:00,000","9,5","8,5",Будни,ОРГ1-00782
"2021-03-01 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 20:14:00,000","11,716666666666667","10,716666666666667",Будни,ОРГ1-02529
"2021-03-01 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 19:38:00,000","11,116666666666665","10,116666666666665",Будни,ОРГ1-00485
"2021-03-01 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:40:00,000","9,15","8,15",Будни,ОРГ1-01458
"2021-03-01 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:30:00,000","8,9833333333333325","7,9833333333333325",Будни,ОРГ1-01234
"2021-03-02 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:00:00,000","9,4833333333333325","8,4833333333333325",Будни,ОРГ1-00892
"2021-03-02 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:52:00,000","10,35","9,35",Будни,ОРГ1-01467
"2021-03-02 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:02:00,000","9,5166666666666657","8,5166666666666657",Будни,ОРГ1-01835
"2021-03-02 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:39:00,000","9,1333333333333329","8,1333333333333329",Будни,ОРГ1-01766
"2021-03-02 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:45:00,000","9,2333333333333325","8,2333333333333325",Будни,ОРГ1-00775
"2021-03-03 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 19:13:00,000","10,7","9,7",Будни,ОРГ1-01827
"2021-03-03 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:21:00,000","9,8333333333333321","8,8333333333333321",Будни,ОРГ1-00074
"2021-03-03 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:04:00,000","9,5499999999999989","8,5499999999999989",Будни,ОРГ1-01806
"2021-03-03 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:13:00,000","9,7","8,7",Будни,ОРГ1-02679
"2021-03-03 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:39:00,000","9,1333333333333329","8,1333333333333329",Будни,ОРГ1-00824
"2021-03-03 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:45:00,000","10,233333333333333","9,2333333333333325",Будни,ОРГ1-01732
"2021-03-03 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:43:00,000","9,2","8,2",Будни,ОРГ1-01780
"2021-03-03 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:30:00,000","8,9833333333333325","7,9833333333333325",Будни,ОРГ1-01343
"2021-03-03 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 12:36:00,000","4,083333333333333","4,083333333333333",Будни,ОРГ1-00411
"2021-03-04 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:46:00,000","9,25","8,25",Будни,ОРГ1-00972
"2021-03-04 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:33:00,000","10,033333333333333","9,0333333333333332",Будни,ОРГ1-01806
"2021-03-04 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:41:00,000","9,1666666666666661","8,1666666666666661",Будни,ОРГ1-01288
"2021-03-04 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:23:00,000","9,8666666666666671","8,8666666666666671",Будни,ОРГ1-01467
"2021-03-04 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 20:50:00,000","12,316666666666666","11,316666666666666",Будни,ОРГ1-02841
"2021-03-04 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:19:00,000","9,7999999999999989","8,7999999999999989",Будни,ОРГ1-02616
"2021-03-04 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:11:00,000","9,6666666666666661","8,6666666666666661",Будни,ОРГ1-01059
"2021-03-05 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 15:41:00,000","7,1666666666666661","6,1666666666666661",Будни,ОРГ1-00693
"2021-03-05 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 14:08:00,000","5,6166666666666663","5,6166666666666663",Будни,ОРГ1-02194
"2021-03-05 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:24:00,000","9,8833333333333329","8,8833333333333329",Будни,ОРГ1-01093
"2021-03-05 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:42:00,000","9,1833333333333336","8,1833333333333336",Будни,ОРГ1-00934
"2021-03-05 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 16:05:00,000","7,5666666666666664","6,5666666666666664",Будни,ОРГ1-01767
"2021-03-09 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:22:00,000","9,85","8,85",Будни,ОРГ1-00063
"2021-03-09 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:05:00,000","9,5666666666666664","8,5666666666666664",Будни,ОРГ1-01806
"2021-03-09 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:49:00,000","9,2999999999999989","8,2999999999999989",Будни,ОРГ1-01779
"2021-03-09 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:45:00,000","9,2333333333333325","8,2333333333333325",Будни,ОРГ1-01403
"2021-03-09 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:49:00,000","9,2999999999999989","8,2999999999999989",Будни,ОРГ1-01780
"2021-03-09 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:49:00,000","9,2999999999999989","8,2999999999999989",Будни,ОРГ1-00775
"2021-03-10 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 21:14:00,000","12,716666666666667","11,716666666666667",Будни,ОРГ1-01185
"2021-03-10 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 11:38:00,000","3,1166666666666667","3,1166666666666667",Будни,ОРГ1-01328
"2021-03-10 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:44:00,000","9,2166666666666668","8,2166666666666668",Будни,ОРГ1-01856
"2021-03-11 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 13:52:00,000","5,35","5,35",Будни,ОРГ1-00546
"2021-03-11 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:03:00,000","9,5333333333333332","8,5333333333333332",Будни,ОРГ1-02661
"2021-03-11 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:20:00,000","9,8166666666666664","8,8166666666666664",Будни,ОРГ1-00775
"2021-03-11 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:39:00,000","9,1333333333333329","8,1333333333333329",Будни,ОРГ1-00467
"2021-03-11 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:46:00,000","9,25","8,25",Будни,ОРГ1-01519
"2021-03-12 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 19:38:00,000","11,116666666666665","10,116666666666665",Будни,ОРГ1-01955
"2021-03-12 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:03:00,000","9,5333333333333332","8,5333333333333332",Будни,ОРГ1-00892
"2021-03-12 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 20:07:00,000","11,6","10,6",Будни,ОРГ1-01185
"2021-03-12 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:53:00,000","10,366666666666665","9,3666666666666654",Будни,ОРГ1-02661
"2021-03-12 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:40:00,000","9,15","8,15",Будни,ОРГ1-01268
"2021-03-12 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:42:00,000","9,1833333333333336","8,1833333333333336",Будни,ОРГ1-01433
"2021-03-15 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:54:00,000","10,383333333333333","9,3833333333333329",Будни,ОРГ1-01388
"2021-03-15 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 15:40:00,000","7,1499999999999995","6,1499999999999995",Будни,ОРГ1-01349
"2021-03-15 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:12:00,000","9,6833333333333336","8,6833333333333336",Будни,ОРГ1-02607
"2021-03-15 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 19:25:00,000","10,9","9,9",Будни,ОРГ1-01907
"2021-03-15 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:41:00,000","9,1666666666666661","8,1666666666666661",Будни,ОРГ1-01727
"2021-03-15 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:03:00,000","9,5333333333333332","8,5333333333333332",Будни,ОРГ1-02162
"2021-03-15 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:41:00,000","9,1666666666666661","8,1666666666666661",Будни,ОРГ1-00531
"2021-03-16 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:42:00,000","9,1833333333333336","8,1833333333333336",Будни,ОРГ1-00218
"2021-03-16 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:01:00,000","9,5","8,5",Будни,ОРГ1-02515
"2021-03-16 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 20:49:00,000","12,299999999999999","11,299999999999999",Будни,ОРГ1-02157
"2021-03-16 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:12:00,000","9,6833333333333336","8,6833333333333336",Будни,ОРГ1-01809
"2021-03-17 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:39:00,000","10,133333333333333","9,1333333333333329",Будни,ОРГ1-01245
"2021-03-17 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 12:28:00,000","3,9499999999999997","3,9499999999999997",Будни,ОРГ1-01005
"2021-03-17 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:50:00,000","10,316666666666666","9,3166666666666664",Будни,ОРГ1-01907
"2021-03-31 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:12:00,000","9,6833333333333336","8,6833333333333336",Будни,ОРГ1-02511
"2021-03-16 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 13:55:00,000","5,3999999999999995","5,3999999999999995",Будни,ОРГ1-00746
"2021-03-12 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 14:05:00,000","5,5666666666666664","5,5666666666666664",Будни,ОРГ1-00746
"2021-03-12 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 16:44:00,000","8,2166666666666668","7,2166666666666668",Будни,ОРГ1-02302
"2021-03-01 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 08:40:00,000","0,15","0,15",Будни,ОРГ1-00477
"2021-03-01 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:56:00,000","9,4166666666666661","8,4166666666666661",Будни,ОРГ1-05198
"2021-03-01 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:42:00,000","9,1833333333333336","8,1833333333333336",Будни,ОРГ1-01096
"2021-03-03 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:02:00,000","9,5166666666666657","8,5166666666666657",Будни,ОРГ1-05211
"2021-03-05 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:30:00,000","8,9833333333333325","7,9833333333333325",Будни,ОРГ1-00870
"2021-03-03 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:36:00,000","10,083333333333332","9,0833333333333321",Будни,ОРГ1-02047
"2021-03-11 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 14:07:00,000","5,6","5,6",Будни,ОРГ1-01066
"2021-03-03 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 19:54:00,000","11,383333333333333","10,383333333333333",Будни,ОРГ1-00047
"2021-03-03 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:01:00,000","9,5","8,5",Будни,ОРГ1-00038
"2021-03-10 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:21:00,000","9,8333333333333321","8,8333333333333321",Будни,ОРГ1-00161
"2021-03-10 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:10:00,000","9,65","8,65",Будни,ОРГ1-00123
"2021-03-10 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:43:00,000","10,2","9,2",Будни,ОРГ1-00026
"2021-03-10 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:43:00,000","10,2","9,2",Будни,ОРГ1-00025
"2021-03-25 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:44:00,000","9,2166666666666668","8,2166666666666668",Будни,ОРГ1-02047
"2021-03-31 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 19:05:00,000","10,566666666666666","9,5666666666666664",Будни,ОРГ1-02047
"2021-04-01 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:25:00,000","9,9","8,9",Будни,ОРГ1-02047
"2021-03-18 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 19:58:00,000","11,45","10,45",Будни,ОРГ1-01882
"2021-03-18 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:43:00,000","9,2","8,2",Будни,ОРГ1-00644
"2021-03-18 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 16:06:00,000","7,583333333333333","6,583333333333333",Будни,ОРГ1-01169
"2021-03-19 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 15:25:00,000","6,8999999999999995","5,8999999999999995",Будни,ОРГ1-01169
"2021-03-22 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:16:00,000","9,75","8,75",Будни,ОРГ1-01855
"2021-03-22 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 13:51:00,000","5,333333333333333","5,333333333333333",Будни,ОРГ1-01312
"2021-03-22 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:40:00,000","9,15","8,15",Будни,ОРГ1-01875
"2021-03-22 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:37:00,000","10,1","9,1",Будни,ОРГ1-01181
"2021-03-22 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:33:00,000","10,033333333333333","9,0333333333333332",Будни,ОРГ1-00880
"2021-03-23 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:21:00,000","9,8333333333333321","8,8333333333333321",Будни,ОРГ1-01169
"2021-03-24 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 19:01:00,000","10,5","9,5",Будни,ОРГ1-01806
"2021-03-24 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:40:00,000","9,15","8,15",Будни,ОРГ1-01779
"2021-03-24 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 19:11:00,000","10,666666666666666","9,6666666666666661",Будни,ОРГ1-01780
"2021-03-24 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 19:07:00,000","10,6","9,6",Будни,ОРГ1-02730
"2021-03-24 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:31:00,000",10,9,Будни,ОРГ1-02201
"2021-03-24 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:48:00,000","10,283333333333333","9,2833333333333332",Будни,ОРГ1-01271
"2021-03-25 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:39:00,000","9,1333333333333329","8,1333333333333329",Будни,ОРГ1-00824
"2021-03-25 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 19:42:00,000","11,183333333333334","10,183333333333334",Будни,ОРГ1-01185
"2021-03-26 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:04:00,000","9,5499999999999989","8,5499999999999989",Будни,ОРГ1-00762
"2021-03-26 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:59:00,000","9,4666666666666668","8,4666666666666668",Будни,ОРГ1-02040
"2021-03-26 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 14:50:00,000","6,3166666666666664","5,3166666666666664",Будни,ОРГ1-01073
"2021-03-29 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:40:00,000","10,15","9,15",Будни,ОРГ1-01619
"2021-03-30 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:22:00,000","9,85","8,85",Будни,ОРГ1-01623
"2021-03-30 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:02:00,000","9,5166666666666657","8,5166666666666657",Будни,ОРГ1-02162
"2021-03-31 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:06:00,000","9,5833333333333321","8,5833333333333321",Будни,ОРГ1-00105
"2021-03-31 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 14:37:00,000","6,1","5,1",Будни,ОРГ1-00638
"2021-03-31 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:47:00,000","9,2666666666666657","8,2666666666666657",Будни,ОРГ1-02514
"2021-03-31 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:43:00,000","9,2","8,2",Будни,ОРГ1-00688
"2021-03-31 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:12:00,000","9,6833333333333336","8,6833333333333336",Будни,ОРГ1-01519
"2021-04-01 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:38:00,000","10,116666666666665","9,1166666666666654",Будни,ОРГ1-01349
"2021-04-01 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:30:00,000","8,9833333333333325","7,9833333333333325",Будни,ОРГ1-02623
"2021-04-01 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:02:00,000","9,5166666666666657","8,5166666666666657",Будни,ОРГ1-01770
"2021-04-02 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:53:00,000","9,3666666666666671","8,3666666666666671",Будни,ОРГ1-01806
"2021-04-02 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 13:30:00,000","4,9833333333333334","4,9833333333333334",Будни,ОРГ1-01166
"2021-04-02 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:30:00,000","9,9833333333333325","8,9833333333333325",Будни,ОРГ1-00933
"2021-04-02 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:46:00,000","9,25","8,25",Будни,ОРГ1-01988
"2021-04-05 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:42:00,000","9,1833333333333336","8,1833333333333336",Будни,ОРГ1-00901
"2021-04-05 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:13:00,000","9,7","8,7",Будни,ОРГ1-01568
"2021-04-05 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:41:00,000","10,166666666666666","9,1666666666666661",Будни,ОРГ1-01619
"2021-04-05 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 18:10:00,000","9,65","8,65",Будни,ОРГ1-01433
"2021-04-05 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:51:00,000","9,3333333333333321","8,3333333333333321",Будни,ОРГ1-00880
